ガイガン	0.171513
テープ	0.147277
子供ランド	0.13721
キングギドラ	0.102908
小高	0.102908
アンギラス	0.0883662
防衛隊	0.0686052
マチ子	0.0686052
電子音	0.0686052
ゴジラ	0.0653184
飛来	0.05324
女	0.0460956
上陸	0.0435456
東京	0.0413897
友井トモ子	0.0343026
職員	0.0343026
地球制服	0.0343026
宇宙ハンター星雲人	0.0343026
現在建設中	0.0343026
世界子供ランド	0.0343026
ゴジラ対	0.0343026
志摩マチ子	0.0343026
気付く	0.0343026
会長	0.0343026
偵察	0.0343026
相模湾	0.0343026
事務局長	0.0343026
志摩武	0.0343026
追い返す	0.0343026
監禁	0.0343026
久保田	0.0343026
地球攻撃命令	0.0343026
瀬海岸	0.0343026
コンビナート	0.0343026
徹底的	0.0343026
オフィス	0.0343026
売れる	0.0343026
再生	0.0343026
久保田たち	0.0343026
劇画家	0.0343026
小高源吾	0.0343026
知り合い	0.0343026
流血戦	0.0343026
奇妙	0.0338513
攻撃	0.0316953
拾う	0.0294555
応える	0.0294555
内容	0.0294555
ありつく	0.0294555
宇宙怪獣	0.0294555
紹介	0.0294555
面々	0.0294555
隙	0.0294555
対	0.0294555
知り合う	0.0294555
不審	0.0294555
異常	0.0294555
呼び寄せる	0.02662
わかる	0.02662
壮絶	0.02662
月	0.02662
流れる	0.02662
そこ	0.0260245
追う	0.0241569
みる	0.0230478
人物	0.0230478
宇宙	0.0217728
落とす	0.0217728
もの	0.021036
仕事	0.0206949
ところ	0.0206949
兄	0.0206949
奪う	0.0206949
話	0.0206949
不思議	0.0197611
まま	0.0197611
聞く	0.0189374
少年	0.0182006
開始	0.0182006
感じる	0.0182006
破壊	0.0175341
何	0.0175341
狙う	0.0163659
思う	0.0158477
後	0.0137121
前	0.0137121
一人	0.0130123
向かう	0.0110005
の	0.0109772
それ	0.0107551
せる	0.00833359
中	0.0070871
ため	0.00667155
れる	0.00441088
しまう	0.00401777
いる	0.00282357
する	0.000415943
