ハウル	0.28519
ソフィー	0.220402
カルシファー	0.0855573
青年	0.0818367
城	0.0724073
呪い	0.0574857
街	0.0574857
魔女	0.057038
荒地	0.057038
魔法	0.0489782
契約	0.0489782
魔法使い	0.0489782
動く	0.0409184
言う	0.0361407
戦争	0.0344112
助ける	0.0344112
参加	0.0314889
ゴム人間	0.028519
帽子屋	0.028519
逃げ切る	0.028519
掃除婦	0.028519
混在	0.028519
国王	0.028519
よう召集令状	0.028519
接する	0.028519
90歳	0.028519
芽生える	0.028519
戦火	0.028519
忍び寄る	0.028519
老婆	0.028519
近代	0.028519
効果	0.028519
夜	0.0281438
心臓	0.0244891
食らう	0.0244891
兵士	0.0244891
囚われる	0.0244891
促す	0.0244891
悪魔	0.0244891
思い	0.0244891
訴える	0.0244891
18歳	0.0244891
他人	0.0244891
居座る	0.0244891
家出	0.0244891
取引	0.0244891
元	0.0228004
居場所	0.0221317
無事	0.0221317
確実	0.0221317
噂	0.0221317
火	0.0221317
科学	0.0221317
放浪	0.0221317
入り込む	0.0221317
解放	0.0221317
彼女	0.0216366
真実	0.0204592
追う	0.020084
拒む	0.0191618
戻す	0.0191618
歩く	0.0191618
解ける	0.0191618
絡む	0.0191618
姿	0.0191532
運命	0.0181018
届く	0.0181018
ところ	0.0172056
2人	0.0172056
まま	0.0164293
娘	0.0164293
心	0.0157445
女性	0.0157445
出来る	0.0157445
事	0.0153692
うち	0.0151319
られる	0.0150388
住む	0.0145778
出会う	0.0140719
巨大	0.0140719
もと	0.0136065
頃	0.0136065
世界	0.0127746
呼ぶ	0.0127746
失う	0.0123993
目	0.0123993
出る	0.0120469
彼ら	0.0117145
かける	0.0114002
前	0.0114002
現れる	0.011102
ある	0.0081463
くる	0.00721926
彼	0.0067884
こと	0.00668071
なる	0.00631362
よう	0.00625949
の	0.00608428
中	0.00589217
れる	0.00440062
いる	0.00234751
する	0.000475493
