メロス	0.323933
セリヌンティウス	0.185104
王	0.161967
シラクサ	0.0925522
王宮	0.0694141
婚礼	0.0694141
町	0.0638691
妹	0.0538677
おまえ	0.0462762
身代わり	0.0462762
石工	0.0462762
作品	0.0359119
信頼	0.0359119
人	0.0245537
ライサ	0.0231381
結婚式	0.0231381
3日	0.0231381
猶予	0.0231381
パス	0.0231381
嘆願	0.0231381
買い求める	0.0231381
走れる	0.0231381
飾る	0.0231381
聞き届ける	0.0231381
3年前	0.0231381
参内	0.0231381
彫る	0.0231381
踏み入れる	0.0231381
見惚れる	0.0231381
立ち入り禁止	0.0231381
区域	0.0231381
酒びたり	0.0231381
衛兵	0.0231381
取り押さえる	0.0231381
3日後	0.0231381
日没	0.0231381
荷物	0.0231381
家来	0.0231381
アレキス	0.0231381
飼う	0.0231381
儀式	0.0231381
剣	0.0231381
意志	0.0231381
裏切る	0.0231381
見届ける	0.0231381
王妃	0.0231381
フリューネ	0.0231381
したてる	0.0231381
暗殺者	0.0231381
高める	0.0231381
間違える	0.0231381
意気投合	0.0231381
思惑	0.0231381
紀元前360年	0.0231381
シシリー島	0.0231381
終える	0.0231381
ディオニシウス	0.0231381
2世	0.0231381
死刑	0.0231381
宣告	0.0231381
こたえる	0.0231381
品々	0.0231381
もの	0.021284
排除	0.0198685
止める	0.0198685
暗殺	0.0198685
やって来る	0.0198685
故郷	0.0198685
石	0.0198685
願い	0.0198685
裏切り者	0.0198685
有名	0.0198685
羊	0.0198685
人気	0.0198685
老人	0.0198685
企てる	0.017956
機会	0.017956
申し出る	0.017956
陰謀	0.017956
賭ける	0.017956
入り込む	0.017956
やめる	0.017956
邪魔	0.017956
走る	0.016599
命じる	0.016599
恋人	0.016599
愛する	0.016599
興味	0.016599
ころ	0.0155464
めぐる	0.0155464
覚える	0.0155464
取り戻す	0.0146864
足	0.0146864
瞬間	0.0146864
自分	0.0141894
信じる	0.0139593
必要	0.0139593
助ける	0.0139593
者	0.0139593
こと	0.0135505
ため	0.0135004
まま	0.0133294
知る	0.0130086
聞く	0.0127738
参加	0.0127738
送る	0.0127738
約束	0.0127738
心	0.0127738
命	0.0122768
帰る	0.0118273
生活	0.0114168
出会う	0.0114168
くれる	0.0114168
人々	0.0110393
男	0.0106897
戻る	0.0106897
失う	0.0100598
使う	0.00977387
言う	0.00977387
中	0.00956089
事件	0.00877713
られる	0.00813418
しまう	0.00813028
人間	0.00759169
向かう	0.00742014
それ	0.00725462
始める	0.00650431
せる	0.00562124
彼	0.00550757
いく	0.00507846
よう	0.00507846
いる	0.00380916
なる	0.0034149
ある	0.00330463
の	0.00246815
れる	0.00119011
する	0.000350706
