?	0.0952381
する	0.0793651
キョンジャ	0.0634921
こと	0.047619
なる	0.031746
ある	0.031746
演奏	0.031746
朝鮮高校	0.031746
日頃	0.015873
争い事	0.015873
絶える	0.015873
兄アンソン	0.015873
同校	0.015873
番長	0.015873
!	0.015873
サッカー	0.015873
松山	0.015873
朝鮮語	0.015873
必死	0.015873
習得	0.015873
練習試合	0.015873
楽器店	0.015873
ギター	0.015873
購入	0.015873
申し込む	0.015873
1968年	0.015873
京都	0.015873
いる	0.015873
イムジン河	0.015873
パッチギ	0.015873
訪れる	0.015873
康介	0.015873
/	0.015873
音楽室	0.015873
一人フルート	0.015873
奏でる	0.015873
覚える	0.015873
彼女	0.015873
前	0.015873
少女	0.015873
東高校2年生松山康介	0.015873
惚れる	0.015873
決意	0.015873
常	0.015873
の	0.015873
