する	0.0578035
ブー	0.0289017
事	0.0231214
アナキン	0.0231214
通商連合	0.0231214
惑星	0.0231214
奴隷	0.017341
れる	0.017341
フォース	0.0115607
ジェダイ	0.0115607
ポッド	0.0115607
レース	0.0115607
ガン	0.0115607
ジン	0.0115607
アミダラ	0.0115607
ある	0.0115607
母	0.0115607
進む	0.0115607
ため	0.0115607
タトゥイーン	0.0115607
いる	0.0115607
一行	0.0115607
モール	0.0115607
貿易関税率	0.00578035
めぐる	0.00578035
派遣	0.00578035
論争	0.00578035
繰り返す	0.00578035
二人	0.00578035
拘束寸前	0.00578035
/	0.00578035
女王	0.00578035
救出	0.00578035
ファントム	0.00578035
上	0.00578035
離脱	0.00578035
補給	0.00578035
船	0.00578035
修理	0.00578035
汚職	0.00578035
訪れる	0.00578035
砂漠	0.00578035
メナス	0.00578035
元老院	0.00578035
本来	0.00578035
少年アナキン	0.00578035
スカイウォーカー	0.00578035
出会う	0.00578035
少年	0.00578035
機能	0.00578035
失う	0.00578035
並外れる	0.00578035
才能	0.00578035
クワイ	0.00578035
政局	0.00578035
混沌	0.00578035
それ	0.00578035
極み	0.00578035
もの	0.00578035
昔	0.00578035
気づく	0.00578035
業	0.00578035
秘める	0.00578035
煮やす	0.00578035
非常	0.00578035
強大	0.00578035
彼方	0.00578035
知る	0.00578035
銀河系	0.00578035
銀河共和国	0.00578035
勝つ	0.00578035
見せしめ	0.00578035
威嚇包囲	0.00578035
解放	0.00578035
政治	0.00578035
至る	0.00578035
元老院最高議長	0.00578035
共和国	0.00578035
まま自由	0.00578035
得る	0.00578035
守護者	0.00578035
出来る	0.00578035
腐敗	0.00578035
助力	0.00578035
残す	0.00578035
求める	0.00578035
コルサント	0.00578035
向かう	0.00578035
型破り	0.00578035
ジェダイマスタークワイ	0.00578035
道	0.00578035
加わる	0.00578035
スター	0.00578035
折	0.00578035
修行中	0.00578035
謎	0.00578035
人物ダース	0.00578035
パダワンオビ	0.00578035
襲撃	0.00578035
受ける	0.00578035
政治的	0.00578035
動き	0.00578035
ワン	0.00578035
後	0.00578035
ケノービ	0.00578035
戻る	0.00578035
彼ら	0.00578035
全土	0.00578035
制圧	0.00578035
ウォーズ	0.00578035
辺境惑星	0.00578035
ドロイド	0.00578035
軍やダース	0.00578035
貪欲	0.00578035
全面的	0.00578035
衝突	0.00578035
紛争	0.00578035
仲裁	0.00578035
戦闘機	0.00578035
誤る	0.00578035
発進	0.00578035
エピソード1	0.00578035
せる	0.00578035
しまう	0.00578035
間	0.00578035
戦闘	0.00578035
参加	0.00578035
特使	0.00578035
いく	0.00578035
